CNES - Recursos Físicos - Ambulatório - Leitos de Repouso e Observação - Brasil
Leitos Repouso/Observação Indif por Município e Ano/mês compet.
Período:Dez/2005, Dez/2006, Dez/2007, Dez/2008, Dez/2009, Dez/2010, Dez/2011, Dez/2012, Dez/2013, Dez/2014, Dez/2015, Dez/2016, Dez/2017, Dez/2018, Dez/2019, Dez/2020
"Município";"2005/Dez";"2006/Dez";"2007/Dez";"2008/Dez";"2009/Dez";"2010/Dez";"2011/Dez";"2012/Dez";"2013/Dez";"2014/Dez";"2015/Dez";"2016/Dez";"2017/Dez";"2018/Dez";"2019/Dez";"2020/Dez"
"411320 Lapa";3;3;3;3;8;8;1;1;1;1;1;1;1;1;1;4
"411325 Laranjal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411330 Laranjeiras do Sul";2;2;3;3;4;4;4;4;3;3;2;2;9;8;9;9
"411340 Leópolis";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"411342 Lidianópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411345 Lindoeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411350 Loanda";2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"411360 Lobato";2;2;2;2;2;2;2;2;2;2;-;-;-;-;-;-
"411370 Londrina";28;29;39;40;40;40;44;57;61;62;72;77;78;81;83;86
"411373 Luiziana";2;2;2;2;2;2;2;-;-;-;-;-;-;-;-;2
"411375 Lunardelli";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"411380 Lupionópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411390 Mallet";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411400 Mamborê";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1
"411410 Mandaguaçu";3;3;3;3;-;-;-;-;-;-;-;-;4;4;4;4
"411420 Mandaguari";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411430 Mandirituba";-;-;-;-;4;4;4;4;4;4;4;4;4;4;4;12
"411435 Manfrinópolis";1;1;1;1;1;1;-;-;-;-;-;-;-;-;-;-
"411440 Mangueirinha";6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"411450 Manoel Ribas";3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4
"411460 Marechal Cândido Rondon";3;4;4;4;4;4;4;3;3;3;2;2;7;7;8;8
"411470 Maria Helena";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411480 Marialva";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;6
"411490 Marilândia do Sul";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6
"411500 Marilena";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411510 Mariluz";4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;6
"411520 Maringá";45;52;54;75;75;71;72;77;82;85;96;107;103;103;92;99
"411530 Mariópolis";2;2;2;2;2;2;2;2;6;6;6;6;6;6;6;1
"411535 Maripá";-;-;-;-;1;2;2;2;2;2;2;2;2;1;1;1
"411540 Marmeleiro";3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;-
"411545 Marquinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411550 Marumbi";-;-;-;-;-;-;1;1;1;1;1;1;1;1;1;1
"411560 Matelândia";4;4;3;3;8;8;8;8;8;9;9;9;9;9;9;14
"411570 Matinhos";2;2;5;5;5;5;5;5;5;3;3;3;3;3;3;3
"411573 Mato Rico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411575 Mauá da Serra";1;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-
"411580 Medianeira";2;2;8;8;8;8;12;12;17;17;12;16;17;18;18;28
"411585 Mercedes";1;1;1;1;1;-;-;3;3;3;3;3;-;-;-;-
"411590 Mirador";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411600 Miraselva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411605 Missal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411610 Moreira Sales";-;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"411620 Morretes";-;-;-;-;5;5;5;5;5;5;5;5;5;5;2;4
"411630 Munhoz de Melo";-;-;-;-;-;-;-;-;-;-;-;-;4;4;4;-
"411640 Nossa Senhora das Graças";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411650 Nova Aliança do Ivaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411660 Nova América da Colina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411670 Nova Aurora";6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"411680 Nova Cantu";-;-;-;-;-;-;2;2;2;2;2;2;2;2;2;2
"411690 Nova Esperança";2;2;2;2;4;4;4;4;4;4;4;4;2;2;2;3
"411695 Nova Esperança do Sudoeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411700 Nova Fátima";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411705 Nova Laranjeiras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411710 Nova Londrina";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"411720 Nova Olímpia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411725 Nova Prata do Iguaçu";2;2;2;2;2;2;2;2;2;2;1;1;-;-;-;-
"411721 Nova Santa Bárbara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411722 Nova Santa Rosa";-;-;-;-;-;1;1;1;1;1;1;1;1;1;1;1
"411727 Nova Tebas";2;2;2;2;2;2;2;2;2;5;5;5;5;5;5;5
"411729 Novo Itacolomi";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"411730 Ortigueira";-;-;-;-;-;-;-;-;-;5;5;5;5;5;5;6
"411740 Ourizona";2;2;2;2;-;-;-;-;-;-;-;-;-;-;1;1
"411745 Ouro Verde do Oeste";8;8;8;8;8;8;-;-;-;-;-;-;-;-;-;-
"411750 Paiçandu";4;6;6;6;1;1;1;1;1;11;11;11;8;-;-;-
"411760 Palmas";5;5;5;5;5;5;9;10;9;9;9;9;9;9;9;9
"411770 Palmeira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411780 Palmital";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"411790 Palotina";10;10;9;9;9;9;9;9;9;9;9;9;9;9;9;9
"411800 Paraíso do Norte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411810 Paranacity";1;1;1;1;2;2;2;2;3;-;-;-;-;-;-;-
"411820 Paranaguá";8;7;7;7;7;7;7;7;7;7;7;7;9;9;9;18
"411830 Paranapoema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411840 Paranavaí";3;3;3;10;10;10;10;10;10;11;11;11;11;11;11;11
"411845 Pato Bragado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411850 Pato Branco";8;10;10;14;15;15;15;15;15;16;17;19;19;19;19;19
"411860 Paula Freitas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411870 Paulo Frontin";1;2;2;2;-;-;-;-;-;-;-;-;-;-;-;-
"411880 Peabiru";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3
"411885 Perobal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411890 Pérola";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411900 Pérola d'Oeste";-;-;-;-;-;-;-;-;-;-;-;7;7;7;7;7
"411910 Piên";-;-;-;-;-;-;1;2;2;2;2;2;2;2;3;3
"411915 Pinhais";4;11;11;11;2;2;2;2;2;2;2;3;3;3;3;5
"411925 Pinhal de São Bento";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2
"411920 Pinhalão";-;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"411930 Pinhão";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1
"411940 Piraí do Sul";-;-;-;-;3;3;2;2;2;2;2;2;2;2;2;2
"411950 Piraquara";-;-;-;-;-;-;-;28;28;28;28;88;88;88;88;120
"411960 Pitanga";1;1;1;1;1;1;4;7;7;7;7;7;7;7;7;7
"411965 Pitangueiras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411970 Planaltina do Paraná";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"411980 Planalto";2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1
"411990 Ponta Grossa";12;12;16;17;17;18;17;17;16;17;16;14;14;14;13;13
"411995 Pontal do Paraná";2;2;2;-;-;10;10;10;10;10;-;-;-;-;-;-
"412000 Porecatu";8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
"412010 Porto Amazonas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412015 Porto Barreiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412020 Porto Rico";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412030 Porto Vitória";-;-;-;-;-;-;-;-;-;-;3;3;3;3;3;3
"412033 Prado Ferreira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412035 Pranchita";7;7;7;7;7;7;7;9;9;5;5;5;3;3;2;2
"412040 Presidente Castelo Branco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"412050 Primeiro de Maio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412060 Prudentópolis";5;5;7;7;7;8;6;4;4;4;4;4;4;6;6;15
"412065 Quarto Centenário";1;1;1;1;1;1;1;1;7;7;7;7;7;7;7;7
"412070 Quatiguá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412080 Quatro Barras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412085 Quatro Pontes";2;2;2;2;2;4;4;4;4;4;4;6;6;4;4;5
"412090 Quedas do Iguaçu";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3
"412100 Querência do Norte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"412110 Quinta do Sol";1;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-
"412120 Quitandinha";-;-;-;-;-;-;-;-;2;2;2;2;2;2;2;4
"412125 Ramilândia";8;8;8;8;8;8;8;8;8;8;8;8;8;8;-;-
"412130 Rancho Alegre";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412135 Rancho Alegre D'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412140 Realeza";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2
"412150 Rebouças";3;3;3;3;1;1;1;1;1;-;-;-;-;-;-;-
"412160 Renascença";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412170 Reserva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412175 Reserva do Iguaçu";3;3;3;3;3;3;3;8;8;8;8;8;8;9;8;8
"412180 Ribeirão Claro";5;5;5;5;5;5;5;5;5;7;5;5;5;5;5;5
"412190 Ribeirão do Pinhal";5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"412200 Rio Azul";1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;5
"412210 Rio Bom";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412215 Rio Bonito do Iguaçu";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"412217 Rio Branco do Ivaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412220 Rio Branco do Sul";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;7
"412230 Rio Negro";-;-;-;-;-;-;-;3;3;3;3;3;3;3;3;4
"412240 Rolândia";4;6;6;6;6;6;6;6;6;6;8;11;11;11;11;11
"412250 Roncador";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412260 Rondon";-;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"412265 Rosário do Ivaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412270 Sabáudia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412280 Salgado Filho";2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3
"412290 Salto do Itararé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412300 Salto do Lontra";14;14;14;14;11;11;11;11;14;14;14;15;15;12;15;9
"412310 Santa Amélia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412320 Santa Cecília do Pavão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412330 Santa Cruz de Monte Castelo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412340 Santa Fé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412350 Santa Helena";-;-;3;3;3;3;3;3;3;3;3;3;3;3;3;7
"412360 Santa Inês";1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-
"412370 Santa Isabel do Ivaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412380 Santa Izabel do Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412382 Santa Lúcia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412385 Santa Maria do Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412390 Santa Mariana";-;-;-;-;-;-;2;2;2;2;2;2;2;2;2;2
"412395 Santa Mônica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412402 Santa Tereza do Oeste";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"412405 Santa Terezinha de Itaipu";3;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4
"412400 Santana do Itararé";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"412410 Santo Antônio da Platina";-;1;1;1;1;2;1;2;2;3;3;3;3;5;5;5
"412420 Santo Antônio do Caiuá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412430 Santo Antônio do Paraíso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412440 Santo Antônio do Sudoeste";-;-;-;-;1;1;1;1;1;1;1;3;3;1;1;1
"412450 Santo Inácio";1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-
"412460 São Carlos do Ivaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412470 São Jerônimo da Serra";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"412480 São João";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412490 São João do Caiuá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412500 São João do Ivaí";2;1;1;1;1;1;7;7;7;7;7;7;7;7;7;7
"412510 São João do Triunfo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412520 São Jorge d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"412530 São Jorge do Ivaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412535 São Jorge do Patrocínio";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"412540 São José da Boa Vista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412545 São José das Palmeiras";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"412550 São José dos Pinhais";-;-;-;-;-;2;6;9;9;11;9;9;9;9;9;13
"412555 São Manoel do Paraná";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412560 São Mateus do Sul";2;6;6;6;6;6;6;2;2;2;2;2;2;-;-;2
"412570 São Miguel do Iguaçu";3;3;3;3;3;7;7;7;1;1;1;1;1;7;7;11
"412575 São Pedro do Iguaçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412580 São Pedro do Ivaí";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"412590 São Pedro do Paraná";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412600 São Sebastião da Amoreira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412610 São Tomé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412620 Sapopema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412625 Sarandi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
"412627 Saudade do Iguaçu";3;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"412630 Sengés";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412635 Serranópolis do Iguaçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"412640 Sertaneja";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412650 Sertanópolis";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"412660 Siqueira Campos";1;1;1;6;6;6;11;12;12;12;12;10;10;10;10;15
"412665 Sulina";2;2;2;-;-;-;-;-;2;2;2;2;4;4;4;4
"412667 Tamarana";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412670 Tamboara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412680 Tapejara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"412690 Tapira";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1
"412700 Teixeira Soares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412710 Telêmaco Borba";4;5;6;8;8;9;9;10;10;10;10;18;18;15;13;15
"412720 Terra Boa";2;2;2;2;2;2;2;2;-;-;2;2;2;2;2;2
"412730 Terra Rica";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2
"412740 Terra Roxa";1;1;1;1;1;1;1;1;1;1;1;1;1;1;-;1
"412750 Tibagi";-;-;-;-;-;-;-;-;-;3;3;3;3;3;2;2
"412760 Tijucas do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412770 Toledo";18;17;17;20;20;21;21;20;21;21;21;26;40;44;44;46
"412780 Tomazina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412785 Três Barras do Paraná";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412788 Tunas do Paraná";-;2;2;2;2;-;-;-;-;-;-;-;-;-;-;-
"412790 Tuneiras do Oeste";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"412795 Tupãssi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412796 Turvo";2;2;2;2;4;4;4;6;6;4;4;4;4;4;1;1
"412800 Ubiratã";8;8;8;8;8;8;8;13;14;15;16;17;19;18;18;18
"412810 Umuarama";32;32;32;35;38;30;30;37;42;58;53;61;62;62;71;94
"412820 União da Vitória";22;23;23;23;22;22;22;22;22;22;20;19;20;20;17;17
"412830 Uniflor";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"412840 Uraí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412853 Ventania";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412855 Vera Cruz do Oeste";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"412860 Verê";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-
"412865 Virmond";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"412870 Vitorino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"412850 Wenceslau Braz";2;2;2;2;2;2;2;-;-;-;-;-;-;-;-;-
"412880 Xambrê";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1
"410000 Município ignorado - PR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420005 Abdon Batista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420010 Abelardo Luz";3;3;3;1;1;1;1;1;2;2;2;2;1;1;1;1
"420020 Agrolândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2
"420030 Agronômica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420040 Água Doce";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420050 Águas de Chapecó";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420055 Águas Frias";2;2;4;5;5;5;5;5;5;5;5;5;5;5;5;5
"420060 Águas Mornas";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"420070 Alfredo Wagner";1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;4
"420075 Alto Bela Vista";1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-
"420080 Anchieta";-;-;-;-;-;-;-;2;2;2;-;-;-;-;-;1
"420090 Angelina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420100 Anita Garibaldi";1;1;1;1;1;1;-;-;-;-;-;-;-;-;-;-
"420110 Anitápolis";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"420120 Antônio Carlos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420125 Apiúna";1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420127 Arabutã";2;2;2;2;2;2;2;5;5;5;5;5;1;1;1;1
"420130 Araquari";-;-;-;-;-;-;-;-;-;-;2;2;2;2;3;3
"420140 Araranguá";22;22;22;22;20;20;20;24;14;14;14;14;14;14;14;10
"420150 Armazém";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420160 Arroio Trinta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420165 Arvoredo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420170 Ascurra";1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420180 Atalanta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420190 Aurora";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420195 Balneário Arroio do Silva";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4
"420205 Balneário Barra do Sul";6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"420200 Balneário Camboriú";31;36;48;48;58;43;60;63;67;68;71;63;69;68;47;76
"420207 Balneário Gaivota";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"421280 Balneário Piçarras";7;7;7;7;7;7;7;7;7;7;7;7;5;5;5;8
"422000 Balneário Rincão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420208 Bandeirante";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420209 Barra Bonita";-;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"420210 Barra Velha";-;-;3;3;3;3;3;3;-;-;-;-;-;-;-;-
"420213 Bela Vista do Toldo";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"420215 Belmonte";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"420220 Benedito Novo";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;6
"420230 Biguaçu";-;-;-;-;-;-;2;2;2;3;3;3;3;3;3;7
"420240 Blumenau";55;59;57;57;71;71;72;75;76;81;99;130;130;131;126;129
"420243 Bocaina do Sul";-;-;-;-;-;-;-;-;-;-;-;2;2;2;2;2
"420250 Bom Jardim da Serra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420253 Bom Jesus";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3
"420257 Bom Jesus do Oeste";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"420260 Bom Retiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420245 Bombinhas";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-
"420270 Botuverá";3;3;3;3;3;3;3;5;5;5;5;5;5;5;5;5
"420280 Braço do Norte";2;6;8;8;3;3;3;3;2;2;2;2;2;2;2;5
"420285 Braço do Trombudo";-;-;-;-;-;-;-;-;-;-;-;-;2;2;2;4
"420287 Brunópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420290 Brusque";8;14;13;13;13;16;23;22;28;28;28;20;19;19;19;27
"420300 Caçador";4;4;4;8;8;8;8;8;8;8;11;11;11;7;7;7
"420310 Caibi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420315 Calmon";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"420320 Camboriú";1;3;3;3;3;3;28;28;28;28;28;28;28;30;30;32
"420330 Campo Alegre";-;-;-;-;-;-;-;-;-;-;3;3;3;3;3;3
"420340 Campo Belo do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420350 Campo Erê";-;-;-;-;-;-;-;-;-;-;-;2;2;2;2;2
"420360 Campos Novos";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"420370 Canelinha";5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"420380 Canoinhas";2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
"420325 Capão Alto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420390 Capinzal";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"420395 Capivari de Baixo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420400 Catanduvas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420410 Caxambu do Sul";-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"420415 Celso Ramos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420417 Cerro Negro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420419 Chapadão do Lageado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420420 Chapecó";30;32;32;34;39;39;40;39;46;46;45;46;46;44;44;44
"420425 Cocal do Sul";-;-;-;-;-;-;-;-;3;3;3;3;3;3;3;3
"420430 Concórdia";4;5;5;6;6;6;6;7;6;11;11;9;9;9;8;9
"420435 Cordilheira Alta";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3
"420440 Coronel Freitas";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"420445 Coronel Martins";2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3
"420455 Correia Pinto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420450 Corupá";2;2;2;2;2;2;-;-;-;-;-;-;-;-;1;1
"420460 Criciúma";25;33;32;32;33;35;40;55;56;56;61;59;60;60;59;61
"420470 Cunha Porã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420475 Cunhataí";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"420480 Curitibanos";4;6;6;6;6;6;6;6;6;6;5;5;5;5;5;8
"420490 Descanso";1;1;1;1;1;1;1;-;-;-;-;-;-;-;-;-
"420500 Dionísio Cerqueira";2;2;2;2;2;2;2;2;2;2;2;2;2;-;-;-
"420510 Dona Emma";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4
"420515 Doutor Pedrinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420517 Entre Rios";1;1;1;1;1;1;3;3;3;3;3;3;4;4;4;3
"420519 Ermo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"420520 Erval Velho";2;4;4;4;4;4;4;4;4;4;4;4;4;4;-;2
"420530 Faxinal dos Guedes";-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;2
"420535 Flor do Sertão";1;1;-;-;-;-;3;3;3;3;3;3;3;3;3;3
"420540 Florianópolis";67;78;83;98;104;122;124;137;135;147;154;152;140;144;145;142
"420543 Formosa do Sul";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"420545 Forquilhinha";1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3
"420550 Fraiburgo";-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;1
