CNES - Recursos Humanos - Profissionais - Indivíduos - segundo CBO 1994 - Brasil
Quantidade por Município e Ano/mês compet.
Médicos: 06141-De saúde da família
Período:Dez/2005, Dez/2006
"Município";"2005/Dez";"2006/Dez"
"310830 Borda da Mata";4;4
"310870 Brás Pires";1;1
"310855 Brasilândia de Minas";2;3
"310860 Brasília de Minas";2;3
"310880 Braúnas";3;3
"310890 Brazópolis";2;2
"310900 Brumadinho";7;8
"310920 Buenópolis";2;1
"310925 Bugre";-;1
"310930 Buritis";3;4
"310940 Buritizeiro";2;3
"310945 Cabeceira Grande";3;2
"310950 Cabo Verde";-;1
"310960 Cachoeira da Prata";1;1
"310990 Caetanópolis";2;3
"311000 Caeté";5;4
"311020 Cajuri";2;2
"311030 Caldas";1;1
"311050 Camanducaia";1;2
"311070 Cambuquira";1;3
"311115 Campo Azul";1;-
"311120 Campo Belo";5;5
"311140 Campo Florido";-;1
"311150 Campos Altos";2;2
"311160 Campos Gerais";3;4
"311180 Canápolis";2;2
"311200 Candeias";-;1
"311205 Cantagalo";1;-
"311210 Caparaó";1;1
"311220 Capela Nova";-;1
"311230 Capelinha";-;5
"311250 Capim Branco";-;1
"311260 Capinópolis";3;3
"311265 Capitão Andrade";1;1
"311270 Capitão Enéas";4;4
"311280 Capitólio";1;1
"311290 Caputira";2;2
"311300 Caraí";1;1
"311310 Caranaíba";1;1
"311330 Carangola";1;2
"311340 Caratinga";8;7
"311350 Carbonita";-;1
"311360 Careaçu";-;2
"311370 Carlos Chagas";1;1
"311380 Carmésia";1;1
"311390 Carmo da Cachoeira";2;2
"311400 Carmo da Mata";-;2
"311410 Carmo de Minas";2;1
"311420 Carmo do Cajuru";3;2
"311430 Carmo do Paranaíba";8;8
"311450 Carmópolis de Minas";3;3
"311455 Carneirinho";3;3
"311460 Carrancas";2;2
"311480 Carvalhos";1;-
"311510 Cássia";2;2
"311530 Cataguases";5;4
"311540 Catas Altas da Noruega";1;-
"311545 Catuji";2;2
"311547 Catuti";1;1
"311550 Caxambu";-;1
"311560 Cedro do Abaeté";1;-
"311570 Central de Minas";2;2
"311580 Centralina";3;2
"311590 Chácara";1;1
"311610 Chapada do Norte";2;5
"311620 Chiador";2;1
"311630 Cipotânea";1;1
"311640 Claraval";1;1
"311650 Claro dos Poções";1;3
"311660 Cláudio";1;3
"311670 Coimbra";-;1
"311680 Coluna";1;2
"311700 Comercinho";1;1
"311710 Conceição da Aparecida";-;2
"311520 Conceição da Barra de Minas";1;1
"311730 Conceição das Alagoas";3;6
"311720 Conceição das Pedras";1;1
"311740 Conceição de Ipanema";2;1
"311750 Conceição do Mato Dentro";1;2
"311760 Conceição do Pará";-;1
"311770 Conceição do Rio Verde";1;1
"311780 Conceição dos Ouros";-;1
"311787 Confins";1;1
"311790 Congonhal";3;3
"311800 Congonhas";3;5
"311810 Congonhas do Norte";1;1
"311820 Conquista";-;1
"311830 Conselheiro Lafaiete";10;8
"311840 Conselheiro Pena";1;1
"311860 Contagem";75;62
"311870 Coqueiral";-;1
"311880 Coração de Jesus";2;5
"311890 Cordisburgo";1;-
"311900 Cordislândia";1;1
"311910 Corinto";-;1
"311930 Coromandel";2;3
"311940 Coronel Fabriciano";2;2
"311950 Coronel Murta";1;2
"311970 Coronel Xavier Chaves";1;1
"311995 Córrego Fundo";1;1
"312000 Córrego Novo";1;-
"312010 Couto de Magalhães de Minas";1;-
"312015 Crisólita";-;1
"312020 Cristais";2;3
"312050 Cristina";1;3
"312060 Crucilândia";1;-
"312080 Cruzília";2;4
"312087 Curral de Dentro";1;2
"312090 Curvelo";6;7
"312110 Delfim Moreira";1;1
"312120 Delfinópolis";2;2
"312125 Delta";-;1
"312140 Desterro de Entre Rios";2;2
"312150 Desterro do Melo";-;1
"312160 Diamantina";2;5
"312170 Diogo de Vasconcelos";1;1
"312180 Dionísio";2;2
"312190 Divinésia";1;1
"312200 Divino";3;2
"312210 Divino das Laranjeiras";-;1
"312220 Divinolândia de Minas";1;1
"312230 Divinópolis";9;7
"312235 Divisa Alegre";3;1
"312245 Divisópolis";2;2
"312247 Dom Bosco";2;2
"312250 Dom Cavati";1;2
"312260 Dom Joaquim";1;2
"312270 Dom Silvério";-;1
"312280 Dom Viçoso";1;1
"312290 Dona Eusébia";1;-
"312300 Dores de Campos";2;2
"312320 Dores do Indaiá";1;2
"312330 Dores do Turvo";1;1
"312340 Doresópolis";-;1
"312352 Durandé";1;2
"312360 Elói Mendes";1;1
"312390 Entre Rios de Minas";3;2
"312400 Ervália";2;1
"312410 Esmeraldas";-;1
"312420 Espera Feliz";4;4
"312430 Espinosa";2;5
"312440 Espírito Santo do Dourado";1;1
"312460 Estrela Dalva";1;1
"312470 Estrela do Indaiá";1;1
"312480 Estrela do Sul";3;2
"312490 Eugenópolis";1;1
"312500 Ewbank da Câmara";1;-
"312510 Extrema";1;2
"312530 Faria Lemos";1;1
"312560 Felisburgo";2;-
"312570 Felixlândia";1;2
"312580 Fernandes Tourinho";1;1
"312590 Ferros";1;5
"312595 Fervedouro";2;1
"312610 Formiga";9;4
"312620 Formoso";2;2
"312630 Fortaleza de Minas";1;1
"312650 Francisco Badaró";-;3
"312670 Francisco Sá";1;1
"312675 Franciscópolis";-;2
"312695 Frei Lagonegro";1;2
"312700 Fronteira";2;3
"312705 Fronteira dos Vales";2;1
"312710 Frutal";5;6
"312720 Funilândia";1;1
"312733 Gameleiras";1;1
"312737 Goiabeira";-;1
"312738 Goianá";-;2
"312740 Gonçalves";1;1
"312770 Governador Valadares";22;14
"312780 Grão Mogol";2;3
"312800 Guanhães";5;6
"312825 Guaraciama";1;1
"312830 Guaranésia";-;1
"312840 Guarani";1;1
"312860 Guarda-Mor";1;-
"312900 Guiricema";1;1
"312910 Gurinhatã";1;1
"312920 Heliodora";1;1
"312930 Iapu";3;2
"312940 Ibertioga";-;1
"312950 Ibiá";14;7
"312965 Ibiracatu";1;2
"312970 Ibiraci";2;2
"312980 Ibirité";28;31
"312990 Ibitiúra de Minas";-;1
"313000 Ibituruna";1;1
"313005 Icaraí de Minas";1;1
"313020 Igaratinga";-;1
"313040 Ijaci";-;1
"313050 Ilicínea";2;2
"313055 Imbé de Minas";-;1
"313065 Indaiabira";2;2
"313070 Indianópolis";2;2
"313090 Inhapim";1;5
"313100 Inhaúma";3;3
"313110 Inimutaba";1;1
"313115 Ipaba";1;1
"313120 Ipanema";2;2
"313130 Ipatinga";22;25
"313140 Ipiaçu";2;2
"313160 Iraí de Minas";1;1
"313170 Itabira";23;21
"313190 Itabirito";-;3
"313200 Itacambira";1;1
"313210 Itacarambi";4;3
"313220 Itaguara";1;1
"313230 Itaipé";2;2
"313250 Itamarandiba";1;2
"313270 Itambacuri";3;5
"313280 Itambé do Mato Dentro";1;2
"313300 Itamonte";2;3
"313310 Itanhandu";1;1
"313340 Itapagipe";-;1
"313350 Itapecerica";4;4
"313370 Itatiaiuçu";2;1
"313380 Itaúna";12;13
"313390 Itaverava";1;1
"313400 Itinga";1;1
"313410 Itueta";1;1
"313420 Ituiutaba";3;5
"313430 Itumirim";1;1
"313440 Iturama";2;2
"313460 Jaboticatubas";1;-
"313470 Jacinto";3;2
"313490 Jacutinga";-;1
"313505 Jaíba";1;2
"313507 Jampruca";1;1
"313510 Janaúba";12;16
"313520 Januária";1;-
"313535 Japonvar";-;1
"313540 Jeceaba";1;1
"313550 Jequeri";-;3
"313560 Jequitaí";1;-
"313570 Jequitibá";1;1
"313580 Jequitinhonha";4;3
"313590 Jesuânia";1;-
"313600 Joaíma";2;1
"313610 Joanésia";-;1
"313620 João Monlevade";9;9
"313630 João Pinheiro";3;4
"313650 Jordânia";1;2
"313652 José Gonçalves de Minas";-;1
"313655 José Raydan";1;1
"313657 Josenópolis";1;1
"313665 Juatuba";5;5
"313670 Juiz de Fora";66;60
"313680 Juramento";-;1
"313695 Juvenília";1;1
"313700 Ladainha";7;8
"313710 Lagamar";1;-
"313720 Lagoa da Prata";3;7
"313730 Lagoa dos Patos";-;1
"313740 Lagoa Dourada";1;2
"313750 Lagoa Formosa";3;4
"313753 Lagoa Grande";-;2
"313760 Lagoa Santa";6;8
"313770 Lajinha";2;2
"313780 Lambari";1;-
"313800 Laranjal";1;1
"313820 Lavras";5;12
"313830 Leandro Ferreira";1;1
"313835 Leme do Prado";-;1
"313840 Leopoldina";8;7
"313850 Liberdade";-;1
"313860 Lima Duarte";6;5
"313862 Limeira do Oeste";1;1
"313865 Lontra";1;2
"313867 Luisburgo";2;2
"313880 Luz";-;1
"313890 Machacalis";1;-
"313900 Machado";-;1
"313910 Madre de Deus de Minas";1;1
"313920 Malacacheta";5;5
"313925 Mamonas";1;-
"313930 Manga";2;2
"313940 Manhuaçu";4;6
"313950 Manhumirim";2;3
"313960 Mantena";4;4
"313980 Mar de Espanha";2;3
"313970 Maravilhas";1;1
"313990 Maria da Fé";3;3
"314000 Mariana";1;1
"314010 Marilac";1;2
"314050 Martinho Campos";-;2
"314053 Martins Soares";-;1
"314055 Mata Verde";2;2
"314060 Materlândia";1;-
"314070 Mateus Leme";-;1
"314080 Matias Barbosa";3;3
"314085 Matias Cardoso";2;3
"314090 Matipó";3;3
"314100 Mato Verde";5;5
"314110 Matozinhos";5;5
"314120 Matutina";2;1
"314130 Medeiros";1;1
"314140 Medina";1;3
"314150 Mendes Pimentel";2;1
"314180 Minas Novas";3;8
"314200 Mirabela";3;2
"314210 Miradouro";-;3
"314220 Miraí";2;3
"314230 Moeda";2;1
"314260 Monsenhor Paulo";2;2
"314270 Montalvânia";1;1
"314280 Monte Alegre de Minas";3;3
"314290 Monte Azul";1;1
"314310 Monte Carmelo";3;4
"314320 Monte Santo de Minas";5;5
"314330 Montes Claros";28;32
"314350 Morada Nova de Minas";1;-
"314360 Morro da Garça";1;-
"314380 Munhoz";-;1
"314390 Muriaé";8;8
"314400 Mutum";2;2
"314420 Nacip Raydan";2;1
"314430 Nanuque";4;3
"314435 Naque";2;-
"314437 Natalândia";1;1
"314440 Natércia";1;1
"314450 Nazareno";1;-
"314467 Nova Belém";1;1
"314470 Nova Era";1;1
"314480 Nova Lima";-;4
"314490 Nova Módica";2;2
"314500 Nova Ponte";2;2
"314510 Nova Resende";1;1
"314520 Nova Serrana";7;5
"313660 Nova União";-;1
"314530 Novo Cruzeiro";3;6
"314535 Novo Oriente de Minas";-;1
"314537 Novorizonte";-;1
"314540 Olaria";1;1
"314545 Olhos-d'Água";1;1
"314560 Oliveira";6;5
"314570 Oliveira Fortes";2;2
"314580 Onça de Pitangui";-;1
"314585 Oratórios";-;1
"314590 Ouro Branco";5;5
"314600 Ouro Fino";-;1
"314610 Ouro Preto";4;5
"314620 Ouro Verde de Minas";1;2
"314625 Padre Carvalho";2;2
"314630 Padre Paraíso";1;2
"314655 Pai Pedro";1;2
"314640 Paineiras";2;-
"314650 Pains";1;2
"314670 Palma";1;2
"314675 Palmópolis";-;1
"314690 Papagaios";-;1
"314710 Pará de Minas";3;5
"314700 Paracatu";5;9
"314720 Paraguaçu";-;1
"314730 Paraisópolis";1;2
"314740 Paraopeba";1;1
"314760 Passa Quatro";2;5
"314770 Passa Tempo";1;2
"314780 Passa-Vinte";2;2
"314750 Passabém";-;1
"314790 Passos";13;19
"314795 Patis";-;2
"314800 Patos de Minas";12;9
"314810 Patrocínio";16;18
"314840 Paulistas";1;1
"314850 Pavão";1;2
"314870 Pedra Azul";3;2
"314900 Pedra Dourada";1;1
"314910 Pedralva";3;3
"314915 Pedras de Maria da Cruz";1;1
"314920 Pedrinópolis";1;1
"314930 Pedro Leopoldo";8;9
"314960 Pequi";1;-
"314980 Perdizes";3;4
"314990 Perdões";3;3
"314995 Periquito";1;1
"315000 Pescador";1;1
"315030 Piedade do Rio Grande";1;-
"315040 Piedade dos Gerais";1;1
"315050 Pimenta";1;1
"315053 Pingo-d'Água";1;1
"315057 Pintópolis";2;2
"315070 Pirajuba";-;1
"315080 Piranga";2;6
"315100 Piranguinho";2;2
"315110 Pirapetinga";2;1
"315120 Pirapora";6;4
"315150 Piumhi";1;1
"315160 Planura";1;1
"315170 Poço Fundo";-;1
"315180 Poços de Caldas";-;8
"315200 Pompéu";3;4
"315210 Ponte Nova";3;2
"315213 Ponto Chique";1;1
"315217 Ponto dos Volantes";2;3
"315220 Porteirinha";3;5
"315230 Porto Firme";2;2
"315240 Poté";4;2
"315250 Pouso Alegre";5;11
"315260 Pouso Alto";1;1
"315270 Prados";-;1
"315280 Prata";2;2
"315300 Pratinha";-;1
"315310 Presidente Bernardes";1;2
"315330 Presidente Kubitschek";1;-
"315340 Presidente Olegário";2;1
"315380 Queluzito";1;1
"315400 Raul Soares";2;2
"315410 Recreio";3;3
"315430 Resplendor";3;3
"315445 Riachinho";-;1
"315450 Riacho dos Machados";1;-
"315460 Ribeirão das Neves";33;48
"315490 Rio Casca";2;2
"315520 Rio Espera";-;1
"315540 Rio Novo";1;-
"315550 Rio Paranaíba";1;1
"315560 Rio Pardo de Minas";2;1
"315580 Rio Pomba";2;2
"315590 Rio Preto";2;1
"315610 Ritápolis";1;2
"315640 Romaria";1;1
"315645 Rosário da Limeira";2;2
"315650 Rubelita";1;1
"315660 Rubim";1;3
"315670 Sabará";1;2
"315680 Sabinópolis";5;4
"315690 Sacramento";3;6
"315700 Salinas";6;5
"315710 Salto da Divisa";2;2
"315720 Santa Bárbara";6;6
"315725 Santa Bárbara do Leste";1;-
"315733 Santa Cruz de Minas";1;2
"315737 Santa Cruz de Salinas";2;1
"315750 Santa Efigênia de Minas";1;-
"315765 Santa Helena de Minas";-;1
"315770 Santa Juliana";-;1
"315780 Santa Luzia";25;27
"315800 Santa Maria de Itabira";1;1
"315810 Santa Maria do Salto";-;1
"315820 Santa Maria do Suaçuí";1;-
"315920 Santa Rita de Caldas";1;1
"315930 Santa Rita de Jacutinga";3;3
"315935 Santa Rita de Minas";-;2
"315950 Santa Rita do Itueto";1;1
"315960 Santa Rita do Sapucaí";4;4
"315980 Santa Vitória";1;1
"315830 Santana da Vargem";1;2
"315840 Santana de Cataguases";1;1
"315850 Santana de Pirapama";1;1
"315860 Santana do Deserto";1;-
"315895 Santana do Paraíso";2;2
"315900 Santana do Riacho";1;2
"315910 Santana dos Montes";1;1
"315990 Santo Antônio do Amparo";2;1
"316020 Santo Antônio do Itambé";-;1
"316030 Santo Antônio do Jacinto";1;2
"316040 Santo Antônio do Monte";3;4
"316045 Santo Antônio do Retiro";2;1
"316050 Santo Antônio do Rio Abaixo";1;2
"316070 Santos Dumont";6;3
"316080 São Bento Abade";-;1
"316095 São Domingos das Dores";1;1
"316100 São Domingos do Prata";5;4
"316105 São Félix de Minas";-;1
"316110 São Francisco";9;7
"316130 São Francisco de Sales";1;1
"316150 São Geraldo";1;1
"316160 São Geraldo da Piedade";-;1
"316165 São Geraldo do Baixio";1;1
"316170 São Gonçalo do Abaeté";1;1
"316180 São Gonçalo do Pará";1;2
"316190 São Gonçalo do Rio Abaixo";2;3
"312550 São Gonçalo do Rio Preto";-;1
"316210 São Gotardo";4;5
"316220 São João Batista do Glória";1;-
"316225 São João da Lagoa";1;-
"316230 São João da Mata";-;1
"316240 São João da Ponte";2;-
"316245 São João das Missões";1;2
"316250 São João del Rei";3;4
"316255 São João do Manhuaçu";2;2
"316260 São João do Oriente";1;1
"316290 São João Nepomuceno";1;1
"316294 São José da Barra";-;2
"316310 São José da Varginha";1;1
"316350 São José do Jacuri";1;1
"316370 São Lourenço";6;6
"316380 São Miguel do Anta";2;2
"316390 São Pedro da União";-;1
"316410 São Pedro do Suaçuí";1;1
"316400 São Pedro dos Ferros";1;-
"316420 São Romão";1;1
"316430 São Roque de Minas";1;2
"316440 São Sebastião da Bela Vista";1;-
"316443 São Sebastião da Vargem Alegre";-;1
"316447 São Sebastião do Anta";1;1
"316460 São Sebastião do Oeste";3;2
"316470 São Sebastião do Paraíso";3;4
"316490 São Sebastião do Rio Verde";1;1
"316520 São Thomé das Letras";-;1
"316500 São Tiago";1;1
"316540 Sapucaí-Mirim";-;2
"316550 Sardoá";1;-
"316553 Sarzedo";-;3
"316557 Senador Amaral";2;-
"316570 Senador Firmino";2;2
"316580 Senador José Bento";1;1
"316590 Senador Modestino Gonçalves";-;1
"316600 Senhora de Oliveira";1;1
"316620 Senhora dos Remédios";3;3
"316630 Sericita";1;-
"316650 Serra Azul de Minas";2;1
"316680 Serra do Salitre";1;1
"316670 Serra dos Aimorés";-;2
"316695 Serranópolis de Minas";1;1
"316700 Serranos";1;1
"316710 Serro";1;2
"316720 Sete Lagoas";13;15
"316555 Setubinha";1;2
"316730 Silveirânia";1;1
"316740 Silvianópolis";2;1
"316750 Simão Pereira";1;1
"316760 Simonésia";-;1
"316780 Soledade de Minas";1;1
"316790 Tabuleiro";1;1
"316850 Teixeiras";3;3
"316860 Teófilo Otoni";2;2
"316870 Timóteo";6;7
"316880 Tiradentes";2;1
"316890 Tiros";-;1
"316900 Tocantins";1;1
"316920 Tombos";3;2
"316935 Três Marias";1;3
"316940 Três Pontas";1;1
"316960 Tupaciguara";2;3
"316970 Turmalina";1;2
"316980 Turvolândia";2;2
"316990 Ubá";4;3
"317000 Ubaí";3;3
"317005 Ubaporanga";1;3
"317010 Uberaba";39;39
"317020 Uberlândia";23;35
"317040 Unaí";1;5
"317047 Uruana de Minas";-;1
"317050 Urucânia";2;1
"317052 Urucuia";1;-
"317057 Vargem Alegre";1;1
"317060 Vargem Bonita";1;1
"317065 Vargem Grande do Rio Pardo";1;1
"317080 Várzea da Palma";4;3
"317090 Varzelândia";-;1
"317100 Vazante";2;1
"317103 Verdelândia";2;2
"317107 Veredinha";-;1
"317120 Vespasiano";8;4
"317130 Viçosa";1;6
"317140 Vieiras";-;1
"317180 Virginópolis";1;2
"317190 Virgolândia";2;2
"317200 Visconde do Rio Branco";3;2
"317210 Volta Grande";2;1
"320010 Afonso Cláudio";4;4
"320016 Água Doce do Norte";4;2
"320020 Alegre";3;4
"320035 Alto Rio Novo";2;1
"320040 Anchieta";8;9
"320050 Apiacá";2;2
"320060 Aracruz";17;19
"320070 Atilio Vivacqua";2;3
"320080 Baixo Guandu";5;6
"320100 Boa Esperança";1;3
"320110 Bom Jesus do Norte";2;3
"320115 Brejetuba";3;5
"320120 Cachoeiro de Itapemirim";18;21
"320130 Cariacica";7;12
"320140 Castelo";2;3
"320150 Colatina";8;6
"320160 Conceição da Barra";9;9
"320170 Conceição do Castelo";3;2
"320180 Divino de São Lourenço";2;1
"320190 Domingos Martins";3;2
"320200 Dores do Rio Preto";2;3
"320210 Ecoporanga";1;3
"320220 Fundão";6;4
"320225 Governador Lindenberg";3;3
"320230 Guaçuí";-;1
"320240 Guarapari";1;5
"320245 Ibatiba";2;1
"320250 Ibiraçu";1;2
"320255 Ibitirama";1;-
"320260 Iconha";3;4
"320265 Irupi";1;3
"320270 Itaguaçu";3;5
"320280 Itapemirim";1;4
"320290 Itarana";1;2
"320300 Iúna";1;2
"320305 Jaguaré";3;2
"320310 Jerônimo Monteiro";1;1
"320313 João Neiva";4;-
"320316 Laranja da Terra";4;1
"320320 Linhares";9;11
"320330 Mantenópolis";3;4
"320332 Marataízes";1;1
"320334 Marechal Floriano";7;5
"320335 Marilândia";2;3
"320340 Mimoso do Sul";7;7
"320350 Montanha";5;5
"320360 Mucurici";1;2
"320370 Muniz Freire";3;3
"320390 Nova Venécia";3;2
"320400 Pancas";5;3
"320405 Pedro Canário";3;-
"320410 Pinheiros";4;6
"320420 Piúma";2;5
"320425 Ponto Belo";1;2
"320430 Presidente Kennedy";1;4
"320435 Rio Bananal";7;8
"320440 Rio Novo do Sul";3;2
"320450 Santa Leopoldina";4;3
"320455 Santa Maria de Jetibá";4;4
"320460 Santa Teresa";2;2
"320465 São Domingos do Norte";1;1
"320470 São Gabriel da Palha";5;2
"320480 São José do Calçado";3;3
"320490 São Mateus";4;2
"320500 Serra";7;9
"320501 Sooretama";-;1
"320503 Vargem Alta";4;8
"320506 Venda Nova do Imigrante";3;2
"320510 Viana";12;14
"320520 Vila Velha";20;23
"320530 Vitória";65;53
"330010 Angra dos Reis";16;21
"330020 Araruama";6;6
"330022 Areal";6;6
"330023 Armação dos Búzios";15;15
"330025 Arraial do Cabo";6;6
"330030 Barra do Piraí";1;1
"330040 Barra Mansa";8;10
"330045 Belford Roxo";13;17
"330050 Bom Jardim";4;3
"330060 Bom Jesus do Itabapoana";5;5
"330070 Cabo Frio";6;7
"330080 Cachoeiras de Macacu";4;4
"330090 Cambuci";2;2
"330100 Campos dos Goytacazes";15;16
"330110 Cantagalo";7;8
"330093 Carapebus";2;2
"330115 Cardoso Moreira";-;1
"330120 Carmo";1;1
"330130 Casimiro de Abreu";6;6
"330095 Comendador Levy Gasparian";2;2
"330150 Cordeiro";4;3
"330170 Duque de Caxias";28;56
"330180 Engenheiro Paulo de Frontin";1;1
"330185 Guapimirim";-;1
"330187 Iguaba Grande";5;5
"330190 Itaboraí";24;30
"330200 Itaguaí";3;2
"330205 Italva";1;1
"330210 Itaocara";2;2
"330220 Itaperuna";10;13
"330240 Macaé";20;19
"330245 Macuco";-;1
"330250 Magé";19;22
"330270 Maricá";8;7
"330280 Mendes";5;5
"330285 Mesquita";-;4
"330290 Miguel Pereira";1;4
"330300 Miracema";1;1
"330310 Natividade";1;1
"330320 Nilópolis";2;1
"330330 Niterói";76;73
"330340 Nova Friburgo";10;11
"330350 Nova Iguaçu";-;4
"330360 Paracambi";4;3
"330370 Paraíba do Sul";15;14
"330380 Paraty";1;8
"330385 Paty do Alferes";-;2
"330390 Petrópolis";25;26
"330395 Pinheiral";6;7
"330400 Piraí";7;7
"330410 Porciúncula";3;5
"330411 Porto Real";2;2
"330414 Queimados";3;10
"330415 Quissamã";3;3
"330420 Resende";12;13
"330430 Rio Bonito";7;7
"330440 Rio Claro";2;2
"330450 Rio das Flores";1;1
"330452 Rio das Ostras";1;2
"330455 Rio de Janeiro";35;62
"330460 Santa Maria Madalena";1;1
"330470 Santo Antônio de Pádua";3;4
"330475 São Francisco de Itabapoana";1;2
"330490 São Gonçalo";98;99
"330510 São João de Meriti";3;4
"330513 São José de Ubá";1;1
"330515 São José do Vale do Rio Preto";6;4
"330520 São Pedro da Aldeia";3;3
"330530 São Sebastião do Alto";2;1
"330540 Sapucaia";5;5
"330550 Saquarema";5;5
"330555 Seropédica";3;2
"330560 Silva Jardim";4;4
"330570 Sumidouro";3;2
"330575 Tanguá";-;4
"330580 Teresópolis";7;7
"330590 Trajano de Moraes";1;1
"330600 Três Rios";15;16
"330615 Varre-Sai";2;2
"330620 Vassouras";9;6
"330630 Volta Redonda";27;38
"350020 Adolfo";1;1
"350030 Aguaí";1;-
"350050 Águas de Lindóia";-;1
"350070 Agudos";-;1
"350080 Alfredo Marcondes";1;2
"350100 Altinópolis";6;4
"350130 Álvares Machado";6;5
"350140 Álvaro de Carvalho";1;1
"350150 Alvinlândia";1;1
"350160 Americana";4;3
"350190 Amparo";23;25
"350210 Andradina";-;1
"350220 Angatuba";-;1
"350240 Anhumas";1;1
"350250 Aparecida";2;1
"350270 Apiaí";3;8
"350280 Araçatuba";10;28
"350290 Araçoiaba da Serra";4;4
"350315 Arapeí";1;1
"350320 Araraquara";6;7
"350330 Araras";15;17
"350335 Arco-Íris";1;-
"350350 Areias";1;1
"350360 Areiópolis";3;1
"350380 Artur Nogueira";9;4
"350400 Assis";10;10
"350410 Atibaia";8;7
"350450 Avaré";1;3
"350490 Bananal";2;2
"350500 Barão de Antonina";1;1
"350535 Barra do Chapéu";1;2
"350540 Barra do Turvo";4;4
"350550 Barretos";5;8
"350560 Barrinha";-;1
"350570 Barueri";14;1
"350580 Bastos";2;2
"350590 Batatais";2;2
"350600 Bauru";-;4
"350610 Bebedouro";6;5
"350630 Bernardino de Campos";2;3
"350680 Bocaina";-;1
"350715 Bom Sucesso de Itararé";3;-
"350740 Borborema";1;3
"350750 Botucatu";9;12
"350760 Bragança Paulista";9;11
"350770 Braúna";-;1
"350780 Brodowski";1;1
"350800 Buri";2;2
"350810 Buritama";-;1
"350820 Buritizal";1;1
"350850 Caçapava";-;1
"350860 Cachoeira Paulista";3;3
"350880 Cafelândia";1;1
"350890 Caiabu";3;2
"350910 Caiuá";1;2
"350920 Cajamar";4;6
"350925 Cajati";5;3
"350930 Cajobi";-;1
"350945 Campina do Monte Alegre";-;2
"350950 Campinas";106;108
"350960 Campo Limpo Paulista";1;1
"350970 Campos do Jordão";-;10
"350980 Campos Novos Paulista";2;2
"350990 Cananéia";1;4
"351000 Cândido Mota";-;1
"351020 Capão Bonito";10;4
"351050 Caraguatatuba";18;18
"351080 Casa Branca";1;-
"351090 Cássia dos Coqueiros";1;1
"351100 Castilho";-;1
"351110 Catanduva";6;13
"351140 Cerqueira César";-;2
"351150 Cerquilho";7;3
"351210 Colômbia";1;2
"351220 Conchal";3;3
"351230 Conchas";2;2
"351240 Cordeirópolis";1;1
"351250 Coroados";-;2
"351280 Cosmópolis";1;1
"351300 Cotia";6;5
"351310 Cravinhos";1;2
"351320 Cristais Paulista";2;2
"351330 Cruzália";1;1
"351340 Cruzeiro";3;2
"351350 Cubatão";6;20
"351360 Cunha";1;2
"351370 Descalvado";2;1
"351380 Diadema";21;23
"351385 Dirce Reis";1;-
"351410 Dois Córregos";2;2
"351430 Dourado";2;2
"351450 Duartina";1;-
"351470 Echaporã";-;2
"351480 Eldorado";2;2
"351490 Elias Fausto";1;1
"351492 Elisiário";1;-
"351495 Embaúba";1;1
"351500 Embu das Artes";4;4
"351510 Embu-Guaçu";2;2
"351512 Emilianópolis";1;1
"351515 Engenheiro Coelho";2;2
"351518 Espírito Santo do Pinhal";-;1
"351519 Espírito Santo do Turvo";1;1
"351535 Euclides da Cunha Paulista";4;3
"351560 Fernando Prestes";-;1
"351550 Fernandópolis";2;1
"351565 Fernão";1;1
"351570 Ferraz de Vasconcelos";5;3
"351580 Flora Rica";1;1
"351600 Flórida Paulista";1;1
"351620 Franca";2;2
"351630 Francisco Morato";6;5
"351640 Franco da Rocha";2;1
"351650 Gabriel Monteiro";1;1
"351670 Garça";8;8
"351700 Getulina";1;2
"351710 Glicério";-;1
"351730 Guaimbê";2;2
"351740 Guaíra";-;2
"351750 Guapiaçu";1;-
"351760 Guapiara";7;11
"351780 Guaraçaí";-;1
"351800 Guarani d'Oeste";1;-
"351810 Guarantã";1;2
"351820 Guararapes";-;3
"351840 Guaratinguetá";1;5
"351850 Guareí";6;4
"351860 Guariba";1;1
"351870 Guarujá";3;3
"351880 Guarulhos";68;70
"351890 Guzolândia";-;1
"351900 Herculândia";1;1
"351905 Holambra";3;3
"351907 Hortolândia";8;10
"351910 Iacanga";-;1
"351925 Iaras";-;1
"351930 Ibaté";5;6
"351950 Ibirarema";2;1
"351960 Ibitinga";-;2
"351980 Icém";1;-
"351990 Iepê";3;3
"352020 Igaratá";1;1
"352030 Iguape";3;5
"352042 Ilha Comprida";2;2
"352044 Ilha Solteira";5;5
"352040 Ilhabela";10;11
"352050 Indaiatuba";4;5
"352060 Indiana";2;2
"352070 Indiaporã";1;1
"352090 Ipaussu";1;1
"352100 Iperó";1;2
"352115 Ipiguá";1;-
"352120 Iporanga";-;2
"352130 Ipuã";-;1
"352140 Iracemápolis";1;1
"352150 Irapuã";-;2
"352160 Irapuru";2;1
"352170 Itaberá";4;2
"352180 Itaí";2;1
"352190 Itajobi";-;1
"352210 Itanhaém";9;12
"352215 Itaóca";2;2
"352230 Itapetininga";2;9
"352240 Itapeva";10;8
"352250 Itapevi";4;5
"352260 Itapira";7;6
"352265 Itapirapuã Paulista";4;5
"352270 Itápolis";1;1
"352290 Itapuí";1;1
"352300 Itapura";1;2
"352310 Itaquaquecetuba";3;9
"352320 Itararé";4;5
