CNES - Recursos Humanos - Ocupações - segundo CBO 1994 - Brasil
Total por Município e Ano/mês compet.
Médicos: 06105-Em geral (clínico geral)
Período:Dez/2005, Dez/2006
"Município";"2005/Dez";"2006/Dez"
"292580 Queimadas";6;6
"292590 Quijingue";10;8
"292593 Quixabeira";9;9
"292595 Rafael Jambeiro";9;4
"292600 Remanso";8;11
"292610 Retirolândia";10;9
"292620 Riachão das Neves";8;3
"292630 Riachão do Jacuípe";22;17
"292640 Riacho de Santana";11;16
"292650 Ribeira do Amparo";1;1
"292660 Ribeira do Pombal";9;13
"292665 Ribeirão do Largo";2;2
"292670 Rio de Contas";5;5
"292680 Rio do Antônio";4;-
"292690 Rio do Pires";5;4
"292700 Rio Real";4;4
"292710 Rodelas";2;2
"292720 Ruy Barbosa";10;4
"292730 Salinas da Margarida";1;4
"292740 Salvador";883;1076
"292750 Santa Bárbara";1;2
"292760 Santa Brígida";2;2
"292770 Santa Cruz Cabrália";7;6
"292790 Santa Inês";6;1
"292805 Santa Luzia";8;4
"292810 Santa Maria da Vitória";2;5
"292840 Santa Rita de Cássia";10;6
"292850 Santa Teresinha";1;1
"292800 Santaluz";10;8
"292820 Santana";4;2
"292830 Santanópolis";3;3
"292860 Santo Amaro";32;32
"292870 Santo Antônio de Jesus";34;30
"292880 Santo Estêvão";14;16
"292890 São Desidério";3;3
"292895 São Domingos";1;1
"292910 São Felipe";3;4
"292900 São Félix";9;9
"292905 São Félix do Coribe";6;3
"292920 São Francisco do Conde";17;17
"292925 São Gabriel";3;6
"292930 São Gonçalo dos Campos";8;9
"292935 São José da Vitória";1;1
"292937 São José do Jacuípe";4;4
"292940 São Miguel das Matas";2;2
"292950 São Sebastião do Passé";3;5
"292960 Sapeaçu";25;26
"292970 Sátiro Dias";-;7
"292975 Saubara";6;5
"292980 Saúde";6;5
"292990 Seabra";6;7
"293000 Sebastião Laranjeiras";3;1
"293010 Senhor do Bonfim";44;49
"293020 Sento Sé";3;3
"293015 Serra do Ramalho";10;8
"293030 Serra Dourada";4;3
"293040 Serra Preta";2;-
"293050 Serrinha";59;42
"293060 Serrolândia";11;9
"293070 Simões Filho";29;19
"293075 Sítio do Mato";1;2
"293076 Sítio do Quinto";1;2
"293077 Sobradinho";2;2
"293080 Souto Soares";4;3
"293090 Tabocas do Brejo Velho";2;2
"293100 Tanhaçu";5;4
"293105 Tanque Novo";1;1
"293110 Tanquinho";3;3
"293120 Taperoá";-;1
"293130 Tapiramutá";7;7
"293135 Teixeira de Freitas";26;24
"293140 Teodoro Sampaio";2;1
"293150 Teofilândia";4;5
"293160 Teolândia";3;4
"293170 Terra Nova";4;4
"293180 Tremedal";9;3
"293190 Tucano";9;10
"293200 Uauá";3;5
"293210 Ubaíra";13;15
"293220 Ubaitaba";4;3
"293230 Ubatã";5;5
"293240 Uibaí";4;4
"293250 Una";21;12
"293260 Urandi";5;5
"293270 Uruçuca";8;7
"293280 Utinga";4;5
"293290 Valença";55;41
"293300 Valente";6;3
"293305 Várzea da Roça";8;5
"293310 Várzea do Poço";8;9
"293315 Várzea Nova";10;6
"293317 Varzedo";1;1
"293320 Vera Cruz";-;6
"293325 Vereda";2;5
"293330 Vitória da Conquista";77;79
"293340 Wagner";4;10
"293345 Wanderley";5;3
"293350 Wenceslau Guimarães";5;1
"293360 Xique-Xique";20;15
"310010 Abadia dos Dourados";6;6
"310020 Abaeté";10;13
"310030 Abre Campo";8;10
"310040 Acaiaca";2;1
"310050 Açucena";2;3
"310060 Água Boa";7;7
"310070 Água Comprida";5;4
"310090 Águas Formosas";1;4
"310100 Águas Vermelhas";4;6
"310110 Aimorés";20;19
"310120 Aiuruoca";7;4
"310130 Alagoa";2;2
"310140 Albertina";2;1
"310150 Além Paraíba";34;34
"310160 Alfenas";84;85
"310163 Alfredo Vasconcelos";4;4
"310170 Almenara";9;9
"310180 Alpercata";1;1
"310190 Alpinópolis";18;17
"310200 Alterosa";6;6
"310205 Alto Caparaó";2;2
"315350 Alto Jequitibá";4;3
"310210 Alto Rio Doce";3;5
"310220 Alvarenga";1;1
"310230 Alvinópolis";24;24
"310240 Alvorada de Minas";3;3
"310250 Amparo do Serra";1;-
"310260 Andradas";20;21
"310280 Andrelândia";10;21
"310290 Antônio Carlos";2;1
"310300 Antônio Dias";11;11
"310310 Antônio Prado de Minas";8;8
"310320 Araçaí";1;1
"310330 Aracitaba";1;1
"310340 Araçuaí";18;21
"310350 Araguari";33;38
"310360 Arantina";1;1
"310370 Araponga";3;3
"310375 Araporã";5;5
"310380 Arapuá";1;3
"310390 Araújos";2;2
"310400 Araxá";59;63
"310410 Arceburgo";7;1
"310420 Arcos";19;19
"310430 Areado";10;14
"310440 Argirita";1;1
"310445 Aricanduva";1;1
"310450 Arinos";2;4
"310460 Astolfo Dutra";8;7
"310470 Ataléia";1;-
"310480 Augusto de Lima";1;2
"310490 Baependi";12;6
"310500 Baldim";1;1
"310510 Bambuí";21;21
"310520 Bandeira";2;2
"310540 Barão de Cocais";19;12
"310550 Barão de Monte Alto";1;1
"310560 Barbacena";163;177
"310570 Barra Longa";4;3
"310590 Barroso";10;11
"310600 Bela Vista de Minas";4;2
"310610 Belmiro Braga";3;3
"310620 Belo Horizonte";2071;2324
"310630 Belo Oriente";3;3
"310640 Belo Vale";13;13
"310650 Berilo";5;6
"310665 Berizal";1;1
"310660 Bertópolis";1;1
"310670 Betim";207;177
"310680 Bias Fortes";3;3
"310690 Bicas";11;11
"310700 Biquinhas";1;1
"310710 Boa Esperança";26;28
"310720 Bocaina de Minas";6;8
"310730 Bocaiúva";6;7
"310740 Bom Despacho";22;34
"310750 Bom Jardim de Minas";3;1
"310760 Bom Jesus da Penha";1;1
"310770 Bom Jesus do Amparo";2;1
"310780 Bom Jesus do Galho";16;14
"310790 Bom Repouso";3;3
"310800 Bom Sucesso";2;2
"310810 Bonfim";3;5
"310820 Bonfinópolis de Minas";1;2
"310825 Bonito de Minas";1;1
"310830 Borda da Mata";4;5
"310840 Botelhos";11;9
"310870 Brás Pires";2;2
"310855 Brasilândia de Minas";4;3
"310860 Brasília de Minas";10;10
"310890 Brazópolis";9;11
"310900 Brumadinho";3;5
"310910 Bueno Brandão";9;10
"310920 Buenópolis";1;1
"310925 Bugre";1;2
"310930 Buritis";5;6
"310940 Buritizeiro";9;10
"310950 Cabo Verde";11;11
"310960 Cachoeira da Prata";2;2
"310970 Cachoeira de Minas";4;6
"310270 Cachoeira de Pajeú";1;1
"310980 Cachoeira Dourada";5;4
"310990 Caetanópolis";9;9
"311000 Caeté";18;12
"311010 Caiana";3;-
"311020 Cajuri";2;1
"311030 Caldas";6;4
"311050 Camanducaia";9;11
"311060 Cambuí";16;16
"311070 Cambuquira";8;10
"311080 Campanário";1;3
"311090 Campanha";19;19
"311100 Campestre";12;14
"311110 Campina Verde";19;24
"311120 Campo Belo";45;48
"311130 Campo do Meio";8;8
"311140 Campo Florido";2;2
"311150 Campos Altos";6;2
"311160 Campos Gerais";5;6
"311170 Canaã";2;2
"311180 Canápolis";1;1
"311200 Candeias";5;5
"311205 Cantagalo";2;2
"311210 Caparaó";3;4
"311220 Capela Nova";5;1
"311230 Capelinha";11;7
"311240 Capetinga";5;5
"311250 Capim Branco";3;2
"311260 Capinópolis";8;8
"311265 Capitão Andrade";1;1
"311270 Capitão Enéas";3;3
"311280 Capitólio";8;9
"311290 Caputira";1;-
"311300 Caraí";9;9
"311310 Caranaíba";1;1
"311320 Carandaí";28;25
"311330 Carangola";44;42
"311340 Caratinga";58;49
"311350 Carbonita";3;2
"311360 Careaçu";1;1
"311370 Carlos Chagas";20;16
"311380 Carmésia";1;1
"311390 Carmo da Cachoeira";6;6
"311400 Carmo da Mata";7;9
"311410 Carmo de Minas";6;5
"311420 Carmo do Cajuru";1;1
"311430 Carmo do Paranaíba";13;15
"311440 Carmo do Rio Claro";10;14
"311450 Carmópolis de Minas";7;7
"311455 Carneirinho";3;6
"311460 Carrancas";5;5
"311470 Carvalhópolis";4;3
"311480 Carvalhos";3;3
"311490 Casa Grande";1;2
"311500 Cascalho Rico";1;-
"311510 Cássia";9;9
"311530 Cataguases";42;29
"311540 Catas Altas da Noruega";-;1
"311545 Catuji";3;5
"311547 Catuti";1;-
"311550 Caxambu";19;20
"311570 Central de Minas";2;4
"311580 Centralina";8;5
"311590 Chácara";3;4
"311600 Chalé";1;1
"311610 Chapada do Norte";1;-
"311615 Chapada Gaúcha";2;2
"311620 Chiador";2;2
"311630 Cipotânea";3;3
"311640 Claraval";2;2
"311650 Claro dos Poções";1;1
"311660 Cláudio";12;12
"311670 Coimbra";3;4
"311680 Coluna";2;-
"311690 Comendador Gomes";-;1
"311700 Comercinho";1;1
"311710 Conceição da Aparecida";12;11
"311520 Conceição da Barra de Minas";-;1
"311730 Conceição das Alagoas";16;17
"311720 Conceição das Pedras";3;3
"311740 Conceição de Ipanema";3;5
"311750 Conceição do Mato Dentro";10;11
"311760 Conceição do Pará";5;4
"311770 Conceição do Rio Verde";5;6
"311780 Conceição dos Ouros";3;3
"311787 Confins";12;12
"311790 Congonhal";7;6
"311800 Congonhas";38;29
"311810 Congonhas do Norte";1;1
"311820 Conquista";10;5
"311830 Conselheiro Lafaiete";196;199
"311840 Conselheiro Pena";7;6
"311850 Consolação";1;1
"311860 Contagem";211;204
"311870 Coqueiral";6;6
"311880 Coração de Jesus";3;5
"311890 Cordisburgo";2;2
"311900 Cordislândia";4;3
"311910 Corinto";16;14
"311920 Coroaci";4;2
"311930 Coromandel";33;33
"311940 Coronel Fabriciano";82;83
"311950 Coronel Murta";5;1
"311960 Coronel Pacheco";2;3
"311970 Coronel Xavier Chaves";1;1
"311980 Córrego Danta";5;4
"311990 Córrego do Bom Jesus";4;5
"311995 Córrego Fundo";1;3
"312000 Córrego Novo";1;-
"312010 Couto de Magalhães de Minas";2;2
"312015 Crisólita";1;1
"312020 Cristais";6;6
"312030 Cristália";1;1
"312040 Cristiano Otoni";1;1
"312050 Cristina";13;4
"312060 Crucilândia";1;1
"312070 Cruzeiro da Fortaleza";4;3
"312080 Cruzília";11;7
"312083 Cuparaque";3;2
"312087 Curral de Dentro";1;1
"312090 Curvelo";81;84
"312100 Datas";4;4
"312110 Delfim Moreira";4;5
"312120 Delfinópolis";3;3
"312125 Delta";2;2
"312130 Descoberto";4;5
"312140 Desterro de Entre Rios";2;4
"312150 Desterro do Melo";1;1
"312160 Diamantina";38;32
"312170 Diogo de Vasconcelos";1;1
"312190 Divinésia";2;1
"312200 Divino";5;6
"312220 Divinolândia de Minas";4;3
"312230 Divinópolis";108;119
"312235 Divisa Alegre";1;-
"312240 Divisa Nova";2;2
"312245 Divisópolis";3;5
"312260 Dom Joaquim";6;5
"312270 Dom Silvério";10;11
"312280 Dom Viçoso";2;2
"312300 Dores de Campos";3;5
"312310 Dores de Guanhães";1;1
"312320 Dores do Indaiá";9;9
"312340 Doresópolis";1;1
"312350 Douradoquara";1;1
"312352 Durandé";2;1
"312360 Elói Mendes";28;22
"312370 Engenheiro Caldas";3;2
"312380 Engenheiro Navarro";4;4
"312385 Entre Folhas";4;2
"312390 Entre Rios de Minas";7;15
"312400 Ervália";10;12
"312410 Esmeraldas";59;67
"312420 Espera Feliz";8;5
"312430 Espinosa";22;24
"312440 Espírito Santo do Dourado";2;2
"312450 Estiva";6;6
"312460 Estrela Dalva";1;1
"312470 Estrela do Indaiá";1;1
"312480 Estrela do Sul";6;7
"312490 Eugenópolis";4;4
"312500 Ewbank da Câmara";4;4
"312510 Extrema";17;16
"312520 Fama";1;1
"312530 Faria Lemos";4;4
"312540 Felício dos Santos";2;2
"312560 Felisburgo";2;3
"312570 Felixlândia";4;2
"312590 Ferros";3;2
"312595 Fervedouro";4;6
"312600 Florestal";2;4
"312610 Formiga";26;29
"312620 Formoso";2;1
"312630 Fortaleza de Minas";2;2
"312640 Fortuna de Minas";1;1
"312650 Francisco Badaró";3;-
"312660 Francisco Dumont";5;2
"312670 Francisco Sá";15;15
"312675 Franciscópolis";1;-
"312680 Frei Gaspar";2;2
"312690 Frei Inocêncio";1;1
"312695 Frei Lagonegro";1;-
"312700 Fronteira";1;6
"312705 Fronteira dos Vales";1;-
"312707 Fruta de Leite";3;3
"312710 Frutal";53;55
"312720 Funilândia";4;5
"312730 Galiléia";6;6
"312733 Gameleiras";1;1
"312735 Glaucilândia";1;1
"312737 Goiabeira";1;-
"312738 Goianá";2;3
"312740 Gonçalves";2;3
"312750 Gonzaga";2;1
"312760 Gouveia";8;6
"312770 Governador Valadares";165;168
"312780 Grão Mogol";3;3
"312800 Guanhães";11;11
"312810 Guapé";7;7
"312820 Guaraciaba";2;1
"312825 Guaraciama";3;3
"312830 Guaranésia";15;12
"312840 Guarani";8;10
"312850 Guarará";3;3
"312860 Guarda-Mor";3;4
"312870 Guaxupé";10;14
"312880 Guidoval";3;2
"312890 Guimarânia";1;2
"312900 Guiricema";2;1
"312910 Gurinhatã";1;2
"312920 Heliodora";4;3
"312940 Ibertioga";7;6
"312950 Ibiá";5;4
"312960 Ibiaí";3;3
"312965 Ibiracatu";2;1
"312970 Ibiraci";4;4
"312980 Ibirité";13;14
"312990 Ibitiúra de Minas";3;1
"313000 Ibituruna";1;1
"313005 Icaraí de Minas";1;1
"313010 Igarapé";7;8
"313020 Igaratinga";5;4
"313030 Iguatama";3;5
"313040 Ijaci";1;2
"313050 Ilicínea";2;2
"313055 Imbé de Minas";1;1
"313060 Inconfidentes";2;3
"313065 Indaiabira";2;1
"313070 Indianópolis";2;2
"313080 Ingaí";2;2
"313090 Inhapim";5;5
"313100 Inhaúma";4;4
"313110 Inimutaba";1;1
"313115 Ipaba";1;2
"313120 Ipanema";6;7
"313130 Ipatinga";78;86
"313140 Ipiaçu";1;2
"313150 Ipuiúna";6;4
"313160 Iraí de Minas";2;6
"313170 Itabira";75;82
"313180 Itabirinha";5;7
"313190 Itabirito";5;12
"313210 Itacarambi";-;1
"313220 Itaguara";7;6
"313230 Itaipé";5;7
"313240 Itajubá";48;49
"313250 Itamarandiba";24;12
"313260 Itamarati de Minas";4;4
"313270 Itambacuri";15;13
"313290 Itamogi";12;12
"313300 Itamonte";6;8
"313310 Itanhandu";3;5
"313320 Itanhomi";8;11
"313330 Itaobim";9;11
"313340 Itapagipe";5;6
"313350 Itapecerica";7;7
"313360 Itapeva";5;5
"313370 Itatiaiuçu";6;6
"313375 Itaú de Minas";14;14
"313380 Itaúna";37;42
"313390 Itaverava";1;2
"313400 Itinga";5;5
"313410 Itueta";1;1
"313420 Ituiutaba";55;48
"313430 Itumirim";3;3
"313440 Iturama";23;22
"313450 Itutinga";-;1
"313460 Jaboticatubas";9;9
"313470 Jacinto";3;2
"313480 Jacuí";8;8
"313490 Jacutinga";12;17
"313500 Jaguaraçu";2;1
"313505 Jaíba";11;11
"313507 Jampruca";1;1
"313510 Janaúba";7;4
"313520 Januária";15;24
"313535 Japonvar";-;2
"313540 Jeceaba";2;2
"313545 Jenipapo de Minas";-;2
"313550 Jequeri";4;3
"313560 Jequitaí";1;2
"313570 Jequitibá";2;2
"313580 Jequitinhonha";1;2
"313590 Jesuânia";2;2
"313600 Joaíma";3;4
"313610 Joanésia";1;-
"313620 João Monlevade";40;42
"313630 João Pinheiro";20;21
"313640 Joaquim Felício";1;1
"313650 Jordânia";2;4
"313652 José Gonçalves de Minas";2;2
"313655 José Raydan";1;1
"313657 Josenópolis";1;-
"313665 Juatuba";6;6
"313670 Juiz de Fora";390;485
"313680 Juramento";4;2
"313690 Juruaia";12;11
"313695 Juvenília";3;4
"313700 Ladainha";1;1
"313710 Lagamar";2;2
"313720 Lagoa da Prata";39;36
"313730 Lagoa dos Patos";4;2
"313740 Lagoa Dourada";3;4
"313750 Lagoa Formosa";2;2
"313753 Lagoa Grande";1;-
"313760 Lagoa Santa";13;17
"313770 Lajinha";13;11
"313780 Lambari";11;11
"313790 Lamim";1;1
"313800 Laranjal";2;2
"313810 Lassance";3;2
"313820 Lavras";87;87
"313830 Leandro Ferreira";1;1
"313835 Leme do Prado";1;1
"313840 Leopoldina";17;22
"313850 Liberdade";6;5
"313860 Lima Duarte";5;7
"313862 Limeira do Oeste";2;2
"313865 Lontra";1;1
"313867 Luisburgo";1;1
"313868 Luislândia";3;2
"313870 Luminárias";1;1
"313880 Luz";11;10
"313890 Machacalis";5;7
"313900 Machado";47;45
"313910 Madre de Deus de Minas";2;2
"313920 Malacacheta";7;8
"313925 Mamonas";3;3
"313930 Manga";6;6
"313940 Manhuaçu";25;20
"313950 Manhumirim";17;12
"313960 Mantena";18;18
"313980 Mar de Espanha";9;9
"313970 Maravilhas";2;2
"313990 Maria da Fé";6;5
"314000 Mariana";36;49
"314015 Mário Campos";8;8
"314020 Maripá de Minas";8;11
"314040 Marmelópolis";1;1
"314050 Martinho Campos";6;3
"314053 Martins Soares";1;-
"314055 Mata Verde";1;1
"314060 Materlândia";1;1
"314070 Mateus Leme";19;25
"314080 Matias Barbosa";11;14
"314085 Matias Cardoso";2;1
"314090 Matipó";3;4
"314100 Mato Verde";1;1
"314110 Matozinhos";9;15
"314120 Matutina";4;1
"314140 Medina";8;6
"314150 Mendes Pimentel";2;1
"314160 Mercês";15;15
"314170 Mesquita";-;1
"314180 Minas Novas";7;8
"314190 Minduri";11;10
"314200 Mirabela";3;2
"314210 Miradouro";6;7
"314220 Miraí";10;9
"314225 Miravânia";2;1
"314230 Moeda";4;4
"314240 Moema";1;-
"314260 Monsenhor Paulo";4;4
"314270 Montalvânia";3;3
"314280 Monte Alegre de Minas";1;1
"314290 Monte Azul";4;5
"314300 Monte Belo";12;12
"314310 Monte Carmelo";22;21
"314315 Monte Formoso";2;1
"314320 Monte Santo de Minas";16;16
"314340 Monte Sião";6;5
"314330 Montes Claros";96;158
"314345 Montezuma";12;5
"314350 Morada Nova de Minas";6;7
"314360 Morro da Garça";-;1
"314370 Morro do Pilar";3;1
"314380 Munhoz";1;2
"314390 Muriaé";33;39
"314400 Mutum";12;13
"314410 Muzambinho";18;21
"314430 Nanuque";4;5
"314437 Natalândia";1;1
"314440 Natércia";3;3
"314450 Nazareno";2;3
"314460 Nepomuceno";9;12
"314465 Ninheira";1;2
"314467 Nova Belém";1;-
"314470 Nova Era";6;6
"314480 Nova Lima";59;57
"314490 Nova Módica";1;-
"314500 Nova Ponte";3;3
"314505 Nova Porteirinha";3;1
"314510 Nova Resende";2;2
"314520 Nova Serrana";18;17
"313660 Nova União";1;1
"314530 Novo Cruzeiro";1;5
"314535 Novo Oriente de Minas";2;-
"314537 Novorizonte";1;1
"314540 Olaria";2;3
"314545 Olhos-d'Água";2;2
"314550 Olímpio Noronha";-;1
"314560 Oliveira";21;23
"314570 Oliveira Fortes";4;4
"314580 Onça de Pitangui";2;1
"314585 Oratórios";1;1
"314587 Orizânia";2;3
"314590 Ouro Branco";20;23
"314600 Ouro Fino";20;16
"314610 Ouro Preto";50;51
"314620 Ouro Verde de Minas";1;-
"314630 Padre Paraíso";3;2
"314640 Paineiras";2;3
"314650 Pains";1;-
"314660 Paiva";-;1
"314670 Palma";4;5
"314675 Palmópolis";3;1
"314690 Papagaios";4;5
"314710 Pará de Minas";48;52
"314700 Paracatu";17;18
"314720 Paraguaçu";5;6
"314730 Paraisópolis";16;17
"314740 Paraopeba";7;4
"314760 Passa Quatro";7;7
"314770 Passa Tempo";10;7
"314780 Passa-Vinte";2;2
"314750 Passabém";2;3
"314790 Passos";30;34
"314795 Patis";3;-
"314800 Patos de Minas";50;51
"314810 Patrocínio";13;16
"314820 Patrocínio do Muriaé";12;12
"314830 Paula Cândido";4;2
"314840 Paulistas";2;2
"314850 Pavão";1;1
"314860 Peçanha";9;9
"314870 Pedra Azul";4;8
"314875 Pedra Bonita";2;1
"314880 Pedra do Anta";4;6
"314890 Pedra do Indaiá";9;7
"314900 Pedra Dourada";1;1
"314910 Pedralva";6;3
"314915 Pedras de Maria da Cruz";2;2
"314920 Pedrinópolis";2;2
"314930 Pedro Leopoldo";40;47
"314940 Pedro Teixeira";2;2
"314950 Pequeri";4;4
"314960 Pequi";1;1
"314970 Perdigão";2;-
"314980 Perdizes";4;3
"314990 Perdões";15;14
"314995 Periquito";1;1
"315000 Pescador";1;1
"315010 Piau";3;3
"315015 Piedade de Caratinga";2;2
"315020 Piedade de Ponte Nova";2;2
"315030 Piedade do Rio Grande";1;1
"315040 Piedade dos Gerais";1;1
"315050 Pimenta";2;2
"315053 Pingo-d'Água";-;1
"315060 Piracema";4;6
"315070 Pirajuba";1;1
"315080 Piranga";5;4
"315090 Piranguçu";1;1
"315100 Piranguinho";2;3
"315110 Pirapetinga";7;7
"315120 Pirapora";8;8
"315130 Piraúba";8;10
"315140 Pitangui";30;32
"315150 Piumhi";36;35
"315160 Planura";14;8
"315170 Poço Fundo";11;9
"315180 Poços de Caldas";232;208
"315190 Pocrane";2;5
"315200 Pompéu";10;9
"315210 Ponte Nova";67;63
"315213 Ponto Chique";3;4
"315220 Porteirinha";8;8
"315230 Porto Firme";-;1
"315240 Poté";3;3
"315250 Pouso Alegre";91;93
"315260 Pouso Alto";4;6
"315270 Prados";3;3
"315280 Prata";9;10
"315290 Pratápolis";1;1
"315310 Presidente Bernardes";1;2
"315320 Presidente Juscelino";2;2
"315330 Presidente Kubitschek";2;1
"315340 Presidente Olegário";1;1
"315360 Prudente de Morais";2;2
"315380 Queluzito";1;1
"315390 Raposos";2;2
"315400 Raul Soares";24;24
"315410 Recreio";2;3
"315415 Reduto";4;4
"315420 Resende Costa";5;4
"315430 Resplendor";14;14
"315440 Ressaquinha";1;1
"315445 Riachinho";4;2
"315450 Riacho dos Machados";1;3
"315460 Ribeirão das Neves";47;66
"315470 Ribeirão Vermelho";3;7
"315480 Rio Acima";13;17
"315490 Rio Casca";7;9
"315510 Rio do Prado";3;3
"315500 Rio Doce";1;1
"315520 Rio Espera";2;3
"315530 Rio Manso";2;3
"315540 Rio Novo";9;11
"315550 Rio Paranaíba";2;2
"315560 Rio Pardo de Minas";17;18
"315570 Rio Piracicaba";10;10
"315580 Rio Pomba";11;12
"315590 Rio Preto";2;3
"315600 Rio Vermelho";9;8
"315610 Ritápolis";2;1
"315620 Rochedo de Minas";4;4
"315630 Rodeiro";1;1
"315640 Romaria";2;2
"315645 Rosário da Limeira";1;1
"315650 Rubelita";2;1
"315660 Rubim";7;4
"315670 Sabará";47;45
"315680 Sabinópolis";2;3
"315690 Sacramento";25;16
"315700 Salinas";8;7
"315710 Salto da Divisa";1;2
"315720 Santa Bárbara";6;7
"315725 Santa Bárbara do Leste";7;3
"315727 Santa Bárbara do Monte Verde";5;5
"315730 Santa Bárbara do Tugúrio";1;1
"315733 Santa Cruz de Minas";1;1
"315737 Santa Cruz de Salinas";1;-
"315740 Santa Cruz do Escalvado";3;3
"315750 Santa Efigênia de Minas";-;1
"315760 Santa Fé de Minas";1;1
"315765 Santa Helena de Minas";1;1
"315770 Santa Juliana";6;4
"315780 Santa Luzia";49;59
"315790 Santa Margarida";6;8
"315800 Santa Maria de Itabira";5;4
"315810 Santa Maria do Salto";1;1
"315820 Santa Maria do Suaçuí";18;18
"315920 Santa Rita de Caldas";3;4
"315940 Santa Rita de Ibitipoca";1;1
"315930 Santa Rita de Jacutinga";7;3
"315950 Santa Rita do Itueto";7;6
"315960 Santa Rita do Sapucaí";23;27
"315970 Santa Rosa da Serra";2;1
"315980 Santa Vitória";10;10
"315830 Santana da Vargem";2;2
"315840 Santana de Cataguases";1;1
"315850 Santana de Pirapama";1;1
"315860 Santana do Deserto";3;4
"315870 Santana do Garambéu";1;1
"315880 Santana do Jacaré";1;1
"315890 Santana do Manhuaçu";3;3
"315895 Santana do Paraíso";3;3
"315900 Santana do Riacho";1;-
"315910 Santana dos Montes";1;1
"315990 Santo Antônio do Amparo";1;-
"316000 Santo Antônio do Aventureiro";3;3
"316010 Santo Antônio do Grama";1;1
"316030 Santo Antônio do Jacinto";1;2
"316040 Santo Antônio do Monte";18;19
"316060 Santo Hipólito";1;1
"316070 Santos Dumont";28;30
"316080 São Bento Abade";1;1
"316090 São Brás do Suaçuí";3;2
"316095 São Domingos das Dores";2;2
"316100 São Domingos do Prata";5;5
"316105 São Félix de Minas";1;2
"316110 São Francisco";5;6
"316120 São Francisco de Paula";3;3
"316130 São Francisco de Sales";1;1
"316140 São Francisco do Glória";1;1
"316150 São Geraldo";3;3
"316160 São Geraldo da Piedade";2;-
"316170 São Gonçalo do Abaeté";1;1
"316180 São Gonçalo do Pará";4;4
"316190 São Gonçalo do Rio Abaixo";21;19
"312550 São Gonçalo do Rio Preto";2;1
"316200 São Gonçalo do Sapucaí";20;18
"316210 São Gotardo";2;2
"316220 São João Batista do Glória";7;10
"316225 São João da Lagoa";3;2
"316230 São João da Mata";1;1
"316240 São João da Ponte";3;5
"316245 São João das Missões";1;1
"316250 São João del Rei";43;57
"316255 São João do Manhuaçu";2;2
"316257 São João do Manteninha";4;4
"316260 São João do Oriente";2;1
"316265 São João do Pacuí";2;2
"316270 São João do Paraíso";3;5
"316280 São João Evangelista";14;12
"316290 São João Nepomuceno";29;36
"316292 São Joaquim de Bicas";7;11
"316294 São José da Barra";8;9
"316295 São José da Lapa";13;13
"316300 São José da Safira";1;2
"316310 São José da Varginha";4;4
"316320 São José do Alegre";2;2
"316330 São José do Divino";1;1
"316340 São José do Goiabal";3;4
"316360 São José do Mantimento";1;1
"316370 São Lourenço";18;26
"316380 São Miguel do Anta";4;3
"316390 São Pedro da União";7;7
"316410 São Pedro do Suaçuí";2;2
"316400 São Pedro dos Ferros";8;8
"316420 São Romão";3;1
"316430 São Roque de Minas";2;3
"316440 São Sebastião da Bela Vista";2;1
"316447 São Sebastião do Anta";1;1
"316450 São Sebastião do Maranhão";2;1
"316460 São Sebastião do Oeste";-;1
"316470 São Sebastião do Paraíso";57;61
"316480 São Sebastião do Rio Preto";1;1
"316490 São Sebastião do Rio Verde";1;1
"316520 São Thomé das Letras";4;4
"316500 São Tiago";2;3
"316510 São Tomás de Aquino";4;3
"316530 São Vicente de Minas";6;3
"316540 Sapucaí-Mirim";2;2
"316550 Sardoá";1;2
"316553 Sarzedo";1;9
"316557 Senador Amaral";4;4
"316560 Senador Cortes";2;3
"316570 Senador Firmino";2;2
"316580 Senador José Bento";2;2
"316590 Senador Modestino Gonçalves";1;-
"316610 Senhora do Porto";1;1
"316630 Sericita";2;3
"316640 Seritinga";1;1
"316650 Serra Azul de Minas";1;1
"316680 Serra do Salitre";4;5
"316670 Serra dos Aimorés";5;5
"316690 Serrania";6;6
"316695 Serranópolis de Minas";1;1
"316700 Serranos";1;1
"316710 Serro";3;5
"316720 Sete Lagoas";94;116
"316555 Setubinha";2;1
"316730 Silveirânia";1;1
"316740 Silvianópolis";5;3
"316750 Simão Pereira";7;7
"316760 Simonésia";4;2
"316770 Sobrália";4;4
"316780 Soledade de Minas";3;3
"316800 Taiobeiras";16;16
"316805 Taparuba";1;2
"316810 Tapira";1;1
"316820 Tapiraí";2;3
"316830 Taquaraçu de Minas";3;3
"316840 Tarumirim";10;6
"316850 Teixeiras";7;5
"316860 Teófilo Otoni";46;40
"316870 Timóteo";31;36
"316880 Tiradentes";1;1
"316890 Tiros";1;-
"316900 Tocantins";1;2
"316905 Tocos do Moji";4;4
"316910 Toledo";2;2
"316920 Tombos";2;1
"316930 Três Corações";61;60
"316935 Três Marias";15;4
"316940 Três Pontas";33;43
"316950 Tumiritinga";5;5
"316960 Tupaciguara";14;14
"316970 Turmalina";7;3
"316980 Turvolândia";2;2
"316990 Ubá";73;86
"317005 Ubaporanga";2;4
"317010 Uberaba";212;228
"317020 Uberlândia";373;469
"317030 Umburatiba";1;1
"317040 Unaí";28;28
"317043 União de Minas";3;2
